feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,label
0.792346,0.880921,0.581987,0.312703,0.784898,0.239322,0.553408,0.143458,0.665518,0.622228,0.464246,0.540932,0.44389,0.673758,0.899188,0.745462,0.365241,0.255081,0.53082,0.638343,0.795195,0.419176,0.457552,0.159639,0.152054,0.718274,0.143539,0.302542,0.247184,0.153616,0.731659,0.263846,0.876839,0.545533,0.266877,0.679496,0.676895,0.154512,0.543998,0.199164,0.294285,0.103008,0.306938,0.279567,0.154343,0.425793,0.374694,0.459192,0.759228,0.457291,0.834351,0.693897,0.671271,0.568586,0.798218,0.199962,0.206144,0.713032,0.542084,0.217705,0.487724,0.47567,0.808213,0.807526,0.611599,0.148332,0.511653,0.594696,0.16549,0.672745,0.410925,0.134779,0.441494,0.119922,0.542695,0.493343,0.85699,0.482763,0.340334,0.109032,0.80491,0.64748,0.763441,0.666295,0.708008,0.580542,0.876795,0.185172,0.191084,0.359363,0.536161,0.426345,0.39023,0.879897,0.53451,0.588879,0.786991,0.227875,0.238928,0.297168,0.265604,0.449672,0.449958,0.154241,0.274906,0.139888,0.808361,0.482536,0.233542,0.223229,0.307673,0.239543,0.50771,0.329322,0.297582,0.668694,0.576991,0.104132,0.174991,0.895543,0.327372,0.516676,0.428023,0.775166,0.537917,0.780256,GOOD_NIGHT
0.818516,0.508698,0.467306,0.736701,0.439963,0.307154,0.493615,0.117035,0.735068,0.728887,0.668747,0.295909,0.377066,0.675357,0.832916,0.575266,0.815908,0.176582,0.65236,0.608286,0.182664,0.469598,0.716699,0.876885,0.608779,0.403574,0.351629,0.722483,0.442653,0.880149,0.747487,0.166674,0.641565,0.83394,0.471469,0.562521,0.515879,0.86432,0.22574,0.639573,0.359503,0.424536,0.769048,0.825868,0.888203,0.277771,0.632147,0.468245,0.684332,0.229759,0.410592,0.354676,0.704213,0.586245,0.256575,0.326654,0.630515,0.797365,0.217036,0.613654,0.177794,0.454643,0.540665,0.314209,0.609678,0.302372,0.135366,0.52276,0.330135,0.49818,0.175459,0.61971,0.15852,0.560728,0.648968,0.558325,0.2923,0.267154,0.465358,0.187681,0.599717,0.687086,0.784254,0.261857,0.132629,0.559119,0.432591,0.558687,0.849314,0.415507,0.423475,0.513625,0.14898,0.769454,0.727647,0.196756,0.29148,0.572745,0.316797,0.300077,0.732854,0.619318,0.755144,0.846654,0.662081,0.768607,0.75335,0.114131,0.837092,0.851242,0.517713,0.364603,0.476561,0.814712,0.277845,0.65546,0.430764,0.191228,0.358463,0.700886,0.824457,0.244619,0.62274,0.393957,0.808529,0.357979,GOOD_NIGHT
0.337784,0.840202,0.475121,0.620195,0.315555,0.897846,0.223834,0.860652,0.859264,0.445654,0.334661,0.576986,0.276197,0.341842,0.383933,0.813471,0.566712,0.780151,0.54285,0.512306,0.366264,0.534188,0.252947,0.689725,0.195032,0.414467,0.851813,0.48712,0.394982,0.139806,0.5648,0.124041,0.525509,0.251715,0.674789,0.857625,0.529488,0.199748,0.528342,0.303998,0.529716,0.758931,0.360283,0.673575,0.701477,0.445489,0.797549,0.118007,0.698512,0.625634,0.267446,0.767848,0.421963,0.29168,0.725529,0.764811,0.377709,0.135826,0.868235,0.485837,0.556163,0.624151,0.488417,0.384874,0.670757,0.610021,0.887241,0.247229,0.845074,0.805078,0.323152,0.698198,0.459924,0.620575,0.662785,0.702607,0.685365,0.845734,0.814212,0.516099,0.259806,0.526265,0.702167,0.600456,0.891097,0.412637,0.700448,0.530238,0.680767,0.295082,0.462597,0.171549,0.684198,0.274201,0.432691,0.637912,0.706551,0.711831,0.187599,0.230881,0.68089,0.560265,0.344128,0.482416,0.790689,0.677747,0.449024,0.262998,0.271262,0.537935,0.179908,0.348773,0.381113,0.213144,0.350705,0.308583,0.317171,0.632778,0.757862,0.340375,0.131348,0.746438,0.489557,0.172457,0.381903,0.419093,GOOD_NIGHT
0.383674,0.511722,0.325226,0.402259,0.68108,0.270069,0.314801,0.699219,0.700336,0.60628,0.438091,0.84999,0.851121,0.282061,0.319652,0.41063,0.802859,0.694323,0.221754,0.463569,0.221755,0.550929,0.572616,0.639594,0.762302,0.853516,0.419498,0.610212,0.650012,0.576836,0.600334,0.50575,0.674076,0.861114,0.205949,0.665053,0.123486,0.655456,0.516423,0.166241,0.345512,0.440013,0.27532,0.709321,0.457968,0.418173,0.857613,0.581027,0.740415,0.49543,0.320484,0.472077,0.24885,0.771127,0.295838,0.614507,0.33103,0.227313,0.261436,0.519042,0.607474,0.753066,0.174308,0.693788,0.560048,0.239068,0.446249,0.219626,0.427002,0.621532,0.539084,0.776637,0.751321,0.321048,0.44239,0.738171,0.871753,0.824776,0.462092,0.805049,0.365947,0.178651,0.361368,0.444952,0.611322,0.54012,0.275321,0.558983,0.834578,0.759155,0.241668,0.529437,0.857352,0.718427,0.225291,0.229213,0.700729,0.539736,0.428023,0.117635,0.406246,0.380899,0.668837,0.796657,0.8876,0.821438,0.745168,0.552676,0.558837,0.718966,0.293271,0.59913,0.250015,0.346157,0.203234,0.542197,0.662117,0.8497,0.612977,0.45381,0.290919,0.335485,0.348659,0.492933,0.243361,0.327919,GOOD_NIGHT
0.785963,0.461669,0.450679,0.636831,0.460221,0.67721,0.204901,0.608779,0.220997,0.681903,0.283484,0.317637,0.868269,0.114439,0.562942,0.672071,0.157602,0.364888,0.105584,0.713221,0.815065,0.365026,0.700006,0.795327,0.198224,0.163442,0.894388,0.376043,0.342472,0.322201,0.728186,0.732394,0.23851,0.739622,0.513113,0.45164,0.226734,0.128012,0.531727,0.651077,0.144259,0.341448,0.725402,0.428766,0.189341,0.738356,0.434061,0.197024,0.242951,0.773089,0.826821,0.483373,0.20669,0.313302,0.776233,0.714853,0.425593,0.408272,0.145251,0.757925,0.472228,0.474682,0.735612,0.642327,0.812899,0.441311,0.790942,0.742277,0.709276,0.816385,0.780039,0.46091,0.651687,0.618963,0.145688,0.491948,0.155759,0.318584,0.40715,0.340091,0.132914,0.366781,0.107359,0.673937,0.353249,0.634078,0.114415,0.381496,0.588527,0.273526,0.803505,0.859538,0.813642,0.786401,0.691036,0.564223,0.270236,0.120424,0.352008,0.126195,0.493964,0.100294,0.302217,0.61273,0.26362,0.271879,0.856834,0.549641,0.659411,0.420632,0.581444,0.537483,0.557822,0.872224,0.121321,0.24913,0.471961,0.143647,0.692731,0.693739,0.242188,0.738829,0.104547,0.414753,0.286854,0.20007,GOOD_NIGHT
0.694154,0.409098,0.834918,0.454553,0.416723,0.425868,0.406384,0.820653,0.725314,0.503308,0.5766,0.256683,0.696487,0.141904,0.39882,0.843125,0.259038,0.255737,0.211998,0.840266,0.261554,0.672493,0.851499,0.666681,0.50988,0.361819,0.159483,0.664336,0.758089,0.399176,0.83464,0.502162,0.685178,0.382788,0.301588,0.268593,0.543173,0.303094,0.747705,0.766144,0.744196,0.52386,0.5103,0.124777,0.635797,0.505808,0.293074,0.609571,0.482953,0.273031,0.734564,0.851386,0.674055,0.284077,0.750191,0.460768,0.356542,0.467202,0.413373,0.175199,0.562299,0.728772,0.490462,0.397937,0.656884,0.810941,0.574689,0.426175,0.106361,0.314879,0.381265,0.761268,0.465927,0.876559,0.573344,0.149666,0.320055,0.706263,0.574382,0.215953,0.565979,0.504809,0.196607,0.843651,0.759601,0.686152,0.616175,0.459061,0.550416,0.591287,0.253993,0.840556,0.852786,0.411786,0.831173,0.47925,0.505949,0.641654,0.824917,0.304169,0.428289,0.656483,0.645771,0.348326,0.334912,0.738641,0.218114,0.509018,0.303972,0.665791,0.205577,0.566223,0.200753,0.379926,0.163586,0.660315,0.295774,0.7512,0.501861,0.5593,0.336629,0.6646,0.278238,0.894924,0.509142,0.1127,HAPPY
0.763944,0.681024,0.709261,0.465268,0.131281,0.314333,0.737136,0.256427,0.250976,0.27017,0.814532,0.414247,0.187411,0.260007,0.120165,0.412446,0.287403,0.34455,0.72252,0.41246,0.134578,0.579822,0.311014,0.466601,0.830985,0.857928,0.740013,0.563984,0.352786,0.208423,0.61724,0.426905,0.707334,0.459845,0.84965,0.40333,0.392673,0.889457,0.872134,0.588967,0.195152,0.215674,0.189989,0.311591,0.129635,0.34782,0.390951,0.582717,0.700253,0.303159,0.293142,0.751261,0.348687,0.410946,0.80978,0.735193,0.223901,0.28805,0.672569,0.108111,0.45532,0.427517,0.685679,0.896139,0.774172,0.125808,0.272257,0.439532,0.29885,0.264799,0.368657,0.19743,0.772567,0.357473,0.370123,0.145503,0.753723,0.268655,0.121001,0.779459,0.612729,0.195618,0.457825,0.291231,0.692555,0.35717,0.703192,0.691053,0.784031,0.250479,0.303426,0.599614,0.772945,0.249955,0.6915,0.794027,0.783751,0.670693,0.490224,0.719697,0.164192,0.737175,0.575822,0.738036,0.127497,0.398566,0.536356,0.85923,0.594303,0.874182,0.429276,0.756632,0.106707,0.232554,0.66274,0.229516,0.656158,0.152055,0.322949,0.678515,0.437234,0.398401,0.426448,0.419825,0.236276,0.546856,HAPPY
0.250773,0.151074,0.14923,0.10701,0.730633,0.505684,0.273964,0.586168,0.240669,0.307599,0.457265,0.300286,0.791906,0.713588,0.302462,0.416642,0.600267,0.894479,0.709457,0.100208,0.206539,0.748178,0.572523,0.422259,0.702525,0.39776,0.845151,0.665496,0.607368,0.531308,0.32454,0.652775,0.257962,0.879075,0.52997,0.649936,0.298034,0.263591,0.642932,0.757074,0.772883,0.474872,0.526116,0.473639,0.629156,0.776991,0.676808,0.309454,0.336718,0.10675,0.524329,0.474362,0.429924,0.674403,0.493937,0.256828,0.454514,0.794625,0.22852,0.632856,0.255903,0.24081,0.768016,0.315289,0.331069,0.233705,0.334177,0.856447,0.59557,0.81961,0.88792,0.280574,0.615918,0.669349,0.611163,0.108028,0.582823,0.774336,0.717799,0.605443,0.826597,0.44863,0.657618,0.781456,0.38207,0.303511,0.471114,0.743499,0.100473,0.380724,0.45427,0.363,0.559426,0.358808,0.699651,0.39658,0.51632,0.253909,0.433598,0.155277,0.391403,0.305599,0.360533,0.429484,0.123,0.558719,0.640208,0.273434,0.364579,0.17791,0.7723,0.310829,0.128778,0.862752,0.442477,0.562541,0.427661,0.440414,0.433963,0.767188,0.576475,0.538474,0.236106,0.578236,0.632276,0.794444,HAPPY
0.327238,0.670672,0.479332,0.289736,0.604625,0.541085,0.427042,0.11076,0.252434,0.77265,0.725179,0.243884,0.823793,0.157192,0.802438,0.426078,0.760015,0.805573,0.172664,0.180795,0.108086,0.868282,0.851792,0.362615,0.265654,0.192365,0.766015,0.649749,0.688368,0.5724,0.332711,0.562839,0.624985,0.832061,0.302839,0.222246,0.52514,0.269701,0.69005,0.221612,0.43643,0.186834,0.763157,0.256336,0.428745,0.181728,0.453588,0.764382,0.894661,0.807597,0.413684,0.513172,0.784201,0.880577,0.158742,0.324654,0.43951,0.161745,0.848258,0.294295,0.247547,0.35781,0.341569,0.678683,0.234954,0.725501,0.247519,0.168317,0.502493,0.348564,0.424366,0.864007,0.254916,0.346998,0.378869,0.791277,0.24896,0.770329,0.280475,0.751172,0.49161,0.858931,0.100996,0.739487,0.476621,0.136697,0.719516,0.388771,0.35489,0.384996,0.482251,0.647303,0.894438,0.307294,0.731432,0.219021,0.198462,0.357337,0.240729,0.271349,0.302668,0.410908,0.447253,0.40189,0.546664,0.457193,0.851224,0.563558,0.803536,0.846133,0.233122,0.840975,0.192755,0.203452,0.799141,0.306454,0.359768,0.401512,0.891728,0.71615,0.598965,0.406443,0.875975,0.640875,0.219303,0.716384,HAPPY
0.511756,0.584969,0.666872,0.294318,0.126014,0.839188,0.487792,0.398903,0.571549,0.625852,0.498342,0.325646,0.11863,0.846957,0.752567,0.133707,0.582903,0.122486,0.729918,0.737988,0.836971,0.349692,0.701615,0.495346,0.896006,0.384884,0.725972,0.363462,0.459528,0.366725,0.55518,0.235435,0.756865,0.504462,0.712552,0.138848,0.542723,0.191077,0.609919,0.175851,0.521691,0.549749,0.453694,0.786243,0.223386,0.745312,0.794947,0.485772,0.602199,0.452472,0.544096,0.416356,0.445559,0.495908,0.290125,0.363372,0.106108,0.690617,0.608854,0.709636,0.530164,0.599077,0.505689,0.820919,0.518534,0.606112,0.763903,0.482534,0.358635,0.41264,0.860116,0.67519,0.137484,0.601254,0.548714,0.227737,0.128635,0.87046,0.665988,0.100414,0.280579,0.200732,0.52288,0.549573,0.30266,0.730706,0.535913,0.337101,0.385265,0.553522,0.728005,0.605111,0.663559,0.65042,0.311705,0.872568,0.452665,0.149211,0.855359,0.40604,0.565518,0.150336,0.665099,0.154504,0.863479,0.210461,0.292476,0.813372,0.391416,0.502324,0.678567,0.780058,0.232476,0.124339,0.803955,0.44054,0.823947,0.350648,0.445382,0.165484,0.157203,0.463189,0.563187,0.115224,0.750787,0.621123,HAPPY
0.897584,0.593375,0.844523,0.332093,0.218831,0.684188,0.369919,0.270038,0.776396,0.687797,0.617468,0.4326,0.843445,0.549427,0.583315,0.579969,0.894114,0.822001,0.389613,0.507194,0.694108,0.647458,0.230637,0.811986,0.609786,0.680985,0.419081,0.203295,0.268536,0.320616,0.781502,0.45789,0.446128,0.510428,0.284336,0.266315,0.31137,0.26097,0.171775,0.64882,0.599596,0.568098,0.310263,0.345222,0.273055,0.336233,0.435881,0.724022,0.824556,0.521619,0.297055,0.101781,0.855643,0.416183,0.450475,0.659678,0.455097,0.575234,0.206805,0.758842,0.273548,0.540578,0.266141,0.6344,0.405037,0.524379,0.6739,0.259587,0.400214,0.33055,0.58402,0.49379,0.798766,0.384239,0.192787,0.494385,0.150356,0.599536,0.273702,0.813917,0.177569,0.426985,0.89604,0.588636,0.560169,0.259695,0.518333,0.488774,0.885937,0.322442,0.594295,0.884056,0.454977,0.139467,0.186058,0.865758,0.785913,0.425166,0.166008,0.200133,0.507192,0.319611,0.391286,0.273949,0.684099,0.885307,0.168706,0.28917,0.531087,0.702526,0.824366,0.819332,0.472145,0.673758,0.753256,0.629094,0.756059,0.146039,0.352743,0.488792,0.846063,0.319826,0.611294,0.219116,0.778995,0.419472,HAPPY
0.304414,0.251373,0.253043,0.328274,0.774814,0.567867,0.624988,0.82644,0.247092,0.550731,0.599155,0.353481,0.503033,0.645605,0.664255,0.188073,0.720886,0.711149,0.555105,0.636137,0.832051,0.731364,0.209286,0.160538,0.406409,0.346159,0.808023,0.615319,0.168041,0.533752,0.568212,0.780369,0.590554,0.847226,0.234556,0.191615,0.852148,0.100119,0.452864,0.551948,0.370672,0.470608,0.527746,0.373831,0.440695,0.676757,0.20941,0.13264,0.105274,0.34902,0.62844,0.551723,0.125648,0.733948,0.691994,0.140957,0.213305,0.492061,0.52133,0.250822,0.55732,0.193988,0.268294,0.548023,0.599018,0.561208,0.485245,0.604068,0.885988,0.493233,0.555522,0.484244,0.672439,0.828642,0.247073,0.254648,0.56495,0.514455,0.816769,0.249858,0.480337,0.306704,0.78706,0.508473,0.617574,0.735711,0.775217,0.645803,0.775601,0.245794,0.674991,0.430787,0.878144,0.24264,0.745833,0.534807,0.300303,0.175686,0.107734,0.182334,0.420469,0.810772,0.241844,0.714058,0.507447,0.440703,0.854031,0.815057,0.285816,0.791106,0.361227,0.859252,0.395851,0.283038,0.653736,0.875055,0.841526,0.451737,0.866337,0.273898,0.122015,0.877621,0.430437,0.764263,0.894089,0.645275,HAPPY
0.0,0.0,0.0,0.13429,0.071149,-0.042887,0.312895,0.084484,-0.063904,0.450238,0.075249,-0.083389,0.561155,0.051001,-0.101994,0.483407,-0.052611,-0.048069,0.705091,-0.104442,-0.099314,0.84735,-0.136414,-0.138539,0.961391,-0.155906,-0.164034,0.482549,-0.120578,-0.060209,0.711791,-0.177425,-0.109005,0.87013,-0.19693,-0.148233,1.0,-0.200408,-0.174968,0.458575,-0.183269,-0.078435,0.669751,-0.224449,-0.124365,0.812528,-0.223152,-0.151768,0.927547,-0.212633,-0.168675,0.41071,-0.237593,-0.100687,0.572713,-0.26518,-0.139434,0.682418,-0.264989,-0.151107,0.768908,-0.255997,-0.156182,0.0,0.0,0.0,-0.167081,-0.185981,0.006825,-0.345713,-0.345244,-0.024204,-0.493865,-0.449567,-0.062184,-0.623914,-0.503286,-0.111232,-0.364648,-0.461012,-0.11559,-0.632336,-0.524195,-0.205668,-0.811844,-0.548831,-0.26843,-0.959824,-0.566104,-0.312193,-0.332689,-0.386244,-0.174975,-0.649309,-0.433404,-0.254488,-0.842809,-0.453471,-0.305594,-1.0,-0.46576,-0.347861,-0.294597,-0.250225,-0.230114,-0.59575,-0.269108,-0.304617,-0.777814,-0.273,-0.339696,-0.924885,-0.283392,-0.368627,-0.259152,-0.075622,-0.282133,-0.463073,-0.069241,-0.358402,-0.598592,-0.066583,-0.385322,-0.712798,-0.06831,-0.403027,HELLO
0.765952,0.85554,0.559613,0.172394,0.167431,0.4464,0.339786,0.191709,0.322539,0.824678,0.658408,0.521619,0.205992,0.456694,0.599983,0.454976,0.770129,0.378306,0.811079,0.829161,0.457063,0.140895,0.384664,0.873462,0.264086,0.810732,0.387641,0.748257,0.605582,0.212214,0.361663,0.762914,0.262099,0.721178,0.448601,0.156008,0.122851,0.127414,0.268563,0.126569,0.367019,0.169474,0.144075,0.378684,0.258815,0.604318,0.488282,0.702762,0.62169,0.627466,0.718295,0.390408,0.214361,0.862488,0.555892,0.891621,0.888197,0.733064,0.754057,0.838132,0.223056,0.383099,0.132525,0.851793,0.892345,0.557284,0.661149,0.26829,0.370372,0.654677,0.136954,0.152104,0.646553,0.487976,0.183663,0.395578,0.689629,0.580263,0.703149,0.696066,0.325592,0.658754,0.69007,0.714942,0.379838,0.15592,0.648569,0.103945,0.476241,0.296002,0.782258,0.785216,0.517542,0.535754,0.179123,0.804486,0.58214,0.171088,0.178118,0.373127,0.789838,0.466424,0.504676,0.303714,0.530575,0.137815,0.182238,0.342254,0.807574,0.405252,0.280643,0.720906,0.448083,0.12188,0.508306,0.145889,0.398478,0.450466,0.559484,0.129031,0.812665,0.414975,0.248926,0.774023,0.214214,0.351251,HELLO
0.319798,0.172274,0.434137,0.850921,0.478015,0.845333,0.385756,0.315557,0.438973,0.71456,0.410605,0.669246,0.66258,0.194156,0.733994,0.680709,0.744747,0.873924,0.84921,0.382014,0.740858,0.794886,0.516272,0.207532,0.461764,0.2586,0.881103,0.85854,0.449201,0.249731,0.70337,0.45176,0.103438,0.445285,0.209075,0.160466,0.334196,0.546762,0.105091,0.426928,0.339928,0.161893,0.595444,0.167107,0.687161,0.305074,0.688339,0.177293,0.392344,0.692839,0.168809,0.606369,0.793722,0.273977,0.776637,0.346222,0.705452,0.407328,0.17515,0.373211,0.150102,0.589587,0.250742,0.772219,0.140395,0.684432,0.435294,0.298187,0.487565,0.801639,0.534016,0.351955,0.839978,0.617114,0.12599,0.599323,0.473341,0.398488,0.232542,0.604607,0.624126,0.486986,0.556193,0.736426,0.39602,0.793961,0.373813,0.191027,0.117243,0.592493,0.578381,0.793747,0.370331,0.145074,0.810017,0.865668,0.568965,0.561263,0.670678,0.756804,0.649742,0.350522,0.607349,0.661904,0.28892,0.395788,0.42353,0.560599,0.826945,0.292668,0.393886,0.775484,0.197533,0.844934,0.804238,0.506146,0.746705,0.260852,0.113788,0.259387,0.811643,0.837409,0.395356,0.25515,0.633305,0.373748,HELLO
0.864016,0.177208,0.368557,0.212228,0.814459,0.482698,0.406512,0.742022,0.563267,0.468725,0.486626,0.280565,0.21261,0.254092,0.742835,0.726861,0.897394,0.514363,0.456343,0.618134,0.173437,0.131151,0.661081,0.476696,0.435213,0.736523,0.402662,0.319768,0.256614,0.346006,0.434339,0.35396,0.244094,0.290696,0.837841,0.350386,0.664057,0.736839,0.894764,0.335353,0.772648,0.779954,0.567521,0.51104,0.579527,0.135294,0.267433,0.338083,0.832456,0.582644,0.616729,0.842122,0.758556,0.197007,0.290839,0.361342,0.800177,0.468231,0.437825,0.651759,0.359475,0.749303,0.490367,0.672001,0.340586,0.460098,0.44657,0.779599,0.291272,0.869919,0.696615,0.488579,0.463573,0.549815,0.850639,0.607741,0.607363,0.268755,0.898204,0.430654,0.89766,0.850485,0.404669,0.388864,0.694283,0.202737,0.441289,0.237416,0.598491,0.220528,0.279719,0.741316,0.802404,0.535113,0.646843,0.605557,0.226459,0.199484,0.717504,0.38665,0.289957,0.495839,0.537989,0.2869,0.618906,0.703419,0.284603,0.147555,0.319087,0.350851,0.586518,0.682762,0.553459,0.364433,0.882462,0.110321,0.761901,0.638423,0.209462,0.575737,0.697651,0.725447,0.126025,0.288049,0.861547,0.614116,HELLO
0.768699,0.806524,0.54065,0.834878,0.883079,0.744673,0.677145,0.868996,0.697016,0.586202,0.532002,0.369999,0.68314,0.512828,0.585216,0.373147,0.319687,0.509555,0.546534,0.329156,0.289312,0.6721,0.168553,0.433034,0.345281,0.115776,0.494278,0.364632,0.809552,0.788657,0.20949,0.808188,0.44709,0.514653,0.438636,0.832576,0.232841,0.452744,0.158189,0.561178,0.190217,0.717175,0.542188,0.123226,0.875889,0.717436,0.678308,0.293868,0.668453,0.687555,0.602974,0.11726,0.828549,0.412795,0.391111,0.197357,0.558794,0.585095,0.7727,0.397173,0.784967,0.68838,0.224286,0.249635,0.595669,0.152264,0.5061,0.494622,0.191732,0.24993,0.199107,0.66216,0.505433,0.246891,0.665275,0.466503,0.570984,0.524467,0.437957,0.253326,0.511634,0.531074,0.850708,0.861297,0.601581,0.378052,0.331366,0.853583,0.606887,0.333394,0.774091,0.828163,0.390974,0.726722,0.299874,0.453604,0.190718,0.316292,0.30162,0.614092,0.323392,0.846746,0.634723,0.326805,0.892462,0.414912,0.433464,0.107065,0.843934,0.869019,0.662613,0.188666,0.287525,0.795493,0.47949,0.340041,0.407149,0.855812,0.681606,0.466686,0.504325,0.65342,0.897509,0.810785,0.167686,0.596387,HELLO
0.441338,0.375645,0.259336,0.474445,0.542902,0.377782,0.474422,0.525919,0.811597,0.595055,0.575842,0.26402,0.16429,0.777883,0.341835,0.831626,0.239553,0.801479,0.703823,0.43374,0.849315,0.683109,0.447893,0.127957,0.383332,0.532042,0.591263,0.839096,0.187717,0.317581,0.806311,0.596062,0.108482,0.780188,0.620743,0.889182,0.422732,0.579877,0.572113,0.416718,0.520947,0.233145,0.569265,0.333063,0.860862,0.57241,0.881452,0.151071,0.522715,0.188039,0.84742,0.15232,0.420308,0.130447,0.419505,0.426301,0.372708,0.867151,0.152684,0.626943,0.338934,0.636625,0.492277,0.711486,0.31412,0.15289,0.563369,0.547269,0.862207,0.610297,0.669936,0.768946,0.738362,0.193178,0.22422,0.130049,0.146117,0.742896,0.898406,0.727533,0.371466,0.68011,0.531985,0.402545,0.126512,0.594883,0.733797,0.189182,0.517025,0.154569,0.536501,0.132497,0.621641,0.795041,0.744492,0.813049,0.519544,0.548454,0.296257,0.303752,0.71134,0.417767,0.503732,0.120366,0.804094,0.744813,0.172881,0.189484,0.737835,0.473029,0.247623,0.121233,0.506236,0.708095,0.4746,0.285941,0.234245,0.554281,0.384908,0.325235,0.227832,0.419115,0.267566,0.562272,0.842811,0.575145,HELLO
0.0,0.0,0.0,0.062038,-0.189834,-0.085373,0.169957,-0.313984,-0.150396,0.276927,-0.338829,-0.212185,0.38489,-0.360797,-0.272448,0.473786,-0.243153,-0.092442,0.690454,-0.26333,-0.180132,0.833195,-0.279225,-0.251969,0.952314,-0.280242,-0.30067,0.494356,-0.148767,-0.107249,0.714881,-0.169883,-0.189989,0.869583,-0.192926,-0.254449,1.0,-0.210964,-0.297759,0.496142,-0.048249,-0.134154,0.703109,-0.067621,-0.205668,0.855379,-0.085151,-0.244127,0.984398,-0.104178,-0.267212,0.472663,0.062133,-0.170844,0.650824,0.057457,-0.227635,0.778629,0.039964,-0.246549,0.88954,0.008978,-0.255988,0.0,0.0,0.0,-0.094881,-0.309379,-0.031648,-0.304751,-0.4556,-0.046047,-0.507758,-0.478492,-0.059454,-0.650224,-0.479965,-0.075385,-0.472554,-0.345786,-0.027405,-0.713723,-0.409088,-0.074432,-0.859644,-0.437165,-0.115144,-0.972383,-0.456828,-0.143301,-0.492493,-0.194691,-0.03826,-0.735063,-0.257357,-0.079035,-0.884925,-0.31806,-0.117839,-1.0,-0.368935,-0.148297,-0.485432,-0.058526,-0.054368,-0.725024,-0.106457,-0.092978,-0.858407,-0.160424,-0.116975,-0.961097,-0.217387,-0.133762,-0.45442,0.055769,-0.072966,-0.64538,0.046845,-0.106823,-0.755861,0.014483,-0.116771,-0.842119,-0.024904,-0.121775,HELLO
0.0,0.0,0.0,0.209397,0.016506,0.004693,0.47107,-0.125936,-0.006797,0.678494,-0.22024,-0.023681,0.830748,-0.273735,-0.036566,0.389171,-0.437721,-0.084392,0.687357,-0.503534,-0.153541,0.865852,-0.435895,-0.1818,0.971666,-0.34225,-0.189524,0.347334,-0.467898,-0.116125,0.685598,-0.535572,-0.179831,0.882592,-0.448446,-0.196577,1.0,-0.331452,-0.199948,0.328479,-0.425758,-0.146745,0.671573,-0.496813,-0.201015,0.873791,-0.428097,-0.214018,0.997527,-0.334794,-0.213801,0.332127,-0.327927,-0.175598,0.606668,-0.388406,-0.211022,0.784946,-0.370623,-0.220654,0.910327,-0.324849,-0.221933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
